,ast_flag,cb_flag,disc_locale,discoverymethod,dkin_flag,etv_flag,ima_flag,micro_flag,obm_flag,pl_controv_flag,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_name,pl_orbeccen,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_tranmid,ptv_flag,pul_flag,rowupdate,rv_flag,st_age,st_mass,st_rad,st_teff,sy_dist,sy_pnum,sy_snum,tran_flag
3076,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-603 b,,21.05611138,,,,2455004.88295,0,0,2019-04-16,0,,1.05,1.54,5825.0,1539.63,3,1,1
3077,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-583 b,0.0,6.510036,0.064,2.5,,2455005.915,0,0,2013-10-28,0,13.7,0.83,0.96,5482.0,867.271,1,1,1
3078,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-244 b,,4.311792,0.05,2.76,0.246,2455006.57568,0,0,2014-05-14,0,,,0.8,5554.0,1036.49,3,1,1
3079,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-244 b,,4.31178046,,,,2455006.577252,0,0,2016-07-26,0,,0.95,0.83,5461.0,1036.49,3,1,1
3080,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-244 b,0.0,4.31177991,0.0497,2.87,,2455006.576558,0,0,2014-11-18,0,,0.88,0.8,5565.0,1036.49,3,1,1
3081,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-709 b,,16.08518937,,,,2455013.28319,0,0,2018-09-25,0,,0.86,0.73,5128.33,664.843,1,1,1
3082,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-245 b,,7.49017898,,,,2454970.499456,0,0,2016-07-26,0,,0.84,0.83,5031.0,861.527,4,1,1
3083,0,0,Space,Transit,0,0,0,0,0,0,479.9,1.51,,,Kepler-28 b,,5.9123,0.062,3.6,0.321,2454975.6227,0,0,2014-05-14,0,,0.75,0.7,4590.0,438.359,2,1,1
3084,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-144 b,,5.88527653,,,,2454954.458526,0,0,2016-07-26,0,,1.12,1.26,6042.38,384.917,2,1,1
3085,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-643 b,,,,10.424,0.93,,0,0,2018-09-04,1,,,2.58,4933.0,1063.58,1,1,1
3086,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-643 b,0.0,16.338952,0.137,12.7,,2455010.9163,0,0,2013-10-28,1,,1.29,2.73,4864.0,1063.58,1,1,1
3087,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-225 c,,18.7942098,,1.82,0.162,,0,0,2015-11-18,0,,0.65,0.77,4166.0,561.101,2,1,1
3088,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-623 b,0.0,9.07098164,0.0854,2.94,,2455011.3435,0,0,2017-05-08,0,,1.01,0.93,5672.0,737.702,1,1,1
3089,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-29 b,,10.3392924,,,,2455003.38425,0,0,2020-05-01,0,,0.93,0.82,5358.15,832.532,2,1,1
3090,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-658 b,,1.28707669,,,,2455002.815491,0,0,2018-09-25,0,,0.63,0.73,4023.0,388.384,1,1,1
3091,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-659 b,,17.6717714,,,,2455019.3704,0,0,2018-09-25,0,,0.77,0.8,4764.0,722.64,1,1,1
3092,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-40 b,0.0,6.8731664,0.0813,13.44,,2455005.518826,0,0,2017-05-08,1,,1.52,2.18,6490.0,2305.01,1,1,1
3093,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-80 c,0.0,9.521783,0.079,2.82,,2455010.4784,0,0,2013-10-28,0,3.1,0.72,0.65,4613.0,369.451,6,1,1
3094,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-175 b,0.0,11.90362,0.104,2.5,,2455011.3399,0,0,2013-10-28,0,0.4,1.04,0.95,6029.0,1312.34,2,1,1
3095,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1162 b,0.0,32.5637069,0.194,2.22,,2454996.45606,0,0,2015-08-25,0,,0.92,0.83,5575.0,940.211,1,1,1
3096,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-138 c,,13.7810915,,,,2454955.728667,0,0,2016-07-26,0,,0.54,0.54,3880.0,66.8624,3,1,1
3097,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-134 b,,5.31743938,,,,2455004.8755,0,0,2019-04-16,0,,1.05,1.05,5819.72,334.797,2,1,1
3098,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-521 b,,22.20746759,,,,2455039.38764,0,0,2019-04-16,0,,1.41,1.62,6663.52,830.638,1,1,1
3099,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-130 c,0.08,27.508686,,2.811,0.251,,0,0,2015-05-21,0,,1.09,1.18,5958.0,316.663,3,2,1
3100,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-130 c,,27.50862867,,,,2454960.08829,0,0,2016-07-26,0,,1.09,1.18,5958.0,316.663,3,2,1
3101,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-130 c,,27.50869324,,,,2455015.10362,0,0,2019-04-16,0,,1.09,1.18,5958.0,316.663,3,2,1
3102,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-174 b,,13.98177862,,,,2455014.975114,0,0,2018-09-25,0,,0.76,0.77,4724.0,384.757,3,1,1
3103,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-175 b,0.0,11.90350858,0.1047,2.72,,2455011.34239,0,0,2015-08-25,0,,1.08,1.0,6063.0,1312.34,2,1,1
3104,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-176 c,,12.75935099,,,,2454965.043213,0,0,2016-07-26,0,,0.84,0.82,5047.0,527.321,4,1,1
3105,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-660 b,0.0,9.27358173,0.0759,2.47,,2455006.258155,0,0,2017-05-08,0,,0.68,0.7,4856.0,568.431,1,1,1
3106,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-179 c,,,,2.731,0.244,,0,0,2018-09-04,0,,,0.83,5257.0,605.68,2,1,1
3107,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-165 b,,8.18086126,,,,2455009.69871,0,0,2019-04-16,0,,0.87,0.73,5155.0,560.885,2,1,1
3108,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-165 b,0.0,8.18086953,0.0716,2.46,,2455009.70074,0,0,2014-11-18,0,,0.73,0.76,5208.0,560.885,2,1,1
3109,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-661 b,0.0,6.02930132,0.0591,3.14,,2455004.60329,0,0,2014-11-21,0,,0.77,0.69,4536.0,534.788,1,1,1
3110,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-164 c,,10.94577222,,2.72,0.243,2455009.71865,0,0,2016-05-06,0,3.47,1.09,1.13,6048.0,890.758,3,1,1
3111,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-164 c,0.0,10.945729,0.101,2.5,,2455009.7198,0,0,2013-10-28,0,0.62,1.15,1.1,6361.0,890.758,3,1,1
3112,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-589 b,0.0,16.54967098,0.1196,2.95,,2455004.69398,0,0,2017-05-08,0,,0.83,0.92,5372.0,612.803,1,1,1
3113,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-660 b,,9.27356964,,,,2454969.164274,0,0,2016-07-26,0,,0.76,0.73,4727.0,568.431,1,1,1
3114,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-81 c,,,,2.219,0.198,,0,0,2018-09-04,0,,,0.64,4263.0,348.291,3,1,1
3115,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-642 b,,,,2.229,0.199,,0,0,2018-09-04,0,,,1.29,6380.0,781.582,1,1,1
3116,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-167 b,,,,1.519,0.136,,0,0,2018-09-04,0,,,0.74,4868.0,341.908,4,2,1
3117,0,0,Space,Transit,0,0,0,0,0,0,4.54426,0.0143,,,Kepler-93 b,0.0,4.72674,,1.569,0.14,,0,0,2020-11-13,1,,1.09,0.98,5669.0,95.9115,2,1,1
3118,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-130 c,0.0,27.50867519,0.1745,2.85,,2455015.104431,0,0,2015-08-25,0,,0.93,1.13,5884.0,316.663,3,2,1
3119,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-526 b,,5.45848223,,,,2455005.08934,0,0,2019-04-16,0,,1.02,1.52,5724.56,666.146,1,1,1
3120,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-527 b,,13.28534769,,,,2454963.008178,0,0,2016-07-26,0,,1.23,1.22,6283.5,750.04,1,1,1
3121,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-141 c,0.0,7.010617,0.072,37.4,,2455007.5747,0,0,2013-10-28,0,12.39,1.0,19.2,4104.0,301.183,2,1,1
3122,0,0,Space,Transit Timing Variations,0,0,0,0,0,0,,,,,Kepler-414 c,,,,2.557,0.228,,0,0,2018-09-04,0,,,0.88,5567.0,413.46,2,1,1
3123,0,0,Space,Transit Timing Variations,0,0,0,0,0,0,,,,,Kepler-414 c,0.0,7.17073208,0.0701,3.0,,2455009.664892,0,0,2014-11-18,0,,0.89,0.95,5523.0,413.46,2,1,1
3124,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-211 c,0.0,6.04045294,0.0634,2.53,,2455005.59428,0,0,2014-11-21,0,,0.93,1.56,5244.0,309.353,2,1,1
3125,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-212 c,,31.80503872,,,,2454991.442236,0,0,2016-07-26,0,,1.07,1.5,5881.14,687.194,2,1,1
3126,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-212 c,0.0,31.80474045,0.2053,2.06,,2455023.2544,0,0,2014-11-18,0,,1.14,1.14,5914.0,687.194,2,1,1
3127,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-566 b,,18.42794957,,,,2455011.43963,0,0,2018-09-25,0,,0.8,0.76,4889.31,564.277,1,1,1
3128,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-226 c,0.0,5.34955671,0.0575,2.7,,2455004.80662,0,0,2014-11-18,0,,0.88,0.81,5559.0,980.138,3,1,1
3129,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-226 c,0.0,5.34955671,0.0575,2.7,,2455004.80662,0,0,2015-08-25,0,,0.88,0.81,5559.0,980.138,3,1,1
3130,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-550 b,0.0,8.600121,0.076,4.2,,2455005.52742,0,0,2013-10-28,0,13.8,0.78,0.82,5256.0,531.944,1,1,1
3131,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-195 b,,8.30783995,,,,2454970.940125,0,0,2016-07-26,0,,0.89,0.8,5228.0,652.051,2,1,1
3132,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-247 b,0.0,3.33612311,0.0418,1.74,,2454968.31623,0,0,2017-05-08,0,,0.89,0.78,5097.0,663.711,3,1,1
3133,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-770 c,,1.47532322,,,,2454964.83272,0,0,2018-09-25,0,,0.96,1.17,5493.0,930.457,3,1,1
3134,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-409 b,0.0,68.958608,0.3198,0.98,,2455012.08098,0,0,2014-11-18,1,,0.92,0.89,5460.0,68.173,1,1,1
3135,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-714 b,0.0,8.0988814,0.081,8.2,,2455009.62339,0,0,2013-10-28,0,0.3,1.09,1.0,6171.0,2083.37,1,1,1
3136,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-605 b,,3.38353341,,,,2455002.64142,0,0,2019-04-16,0,,0.95,0.85,5432.54,556.58,2,1,1
3137,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-605 b,0.0,3.38354024,0.042,1.65,,2455002.63859,0,0,2017-05-08,0,,0.86,0.99,5300.0,556.58,2,1,1
3138,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-716 b,,,,2.671,0.238,,0,0,2018-09-04,0,,,0.74,5064.0,635.009,2,1,1
3139,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-644 b,0.0,3.1739171,0.0469,2.95,,2455003.92435,0,0,2014-11-18,0,,1.36,1.65,6440.0,1318.05,1,1,1
3140,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-248 c,,16.23946714,,4.12,0.368,2455008.570172,0,0,2016-05-06,0,2.34,0.9,0.82,5182.0,738.792,2,1,1
3141,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-718 b,,2.0523499,,16.56,1.477,2455002.890629,0,0,2016-05-06,0,2.57,1.18,1.3,6191.0,1302.33,1,1,1
3142,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-567 b,,16.54300162,,,,2455002.64638,0,0,2019-04-16,0,,0.82,0.85,4960.0,558.81,1,1,1
3143,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-499 b,0.0,5.63252845,0.0598,2.1,,2454966.817942,0,0,2014-11-18,0,,0.9,0.8,5210.0,556.726,1,1,1
3144,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-254 c,,12.41216347,,,,2454975.54039,0,0,2018-09-25,0,,0.99,0.91,5616.0,1389.48,3,1,1
3145,0,0,Space,Transit Timing Variations,0,0,0,0,0,0,,,,,Kepler-417 c,0.0,15.94251522,0.1194,2.7,,2454979.33004,0,0,2014-11-18,0,,0.9,0.81,5376.0,973.989,2,1,1
3146,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-423 b,0.0,2.68432848,0.0378,12.43,,2454966.354821,0,0,2014-11-21,1,,1.0,0.91,5970.0,758.753,1,1,1
3147,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1256 b,0.0,12.4127754,0.1097,1.4,,2454973.36032,0,0,2014-11-18,0,,1.14,1.28,6453.0,891.192,1,1,1
3148,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-307 b,0.0,10.41572924,0.0928,3.43,,2454976.047112,0,0,2014-11-18,0,,0.98,1.08,5671.0,575.581,2,1,1
3149,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-142 b,,2.02414559,,1.94,0.173,2455003.495553,0,0,2016-05-06,0,5.5,1.06,1.18,5872.0,548.686,3,1,1
3150,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-142 b,,2.02414357,,,,2455003.496204,0,0,2018-09-25,0,,1.04,1.12,5812.0,548.686,3,1,1
3151,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-11 f,0.0,46.6858024,0.2472,2.74,,2455058.0421,0,0,2014-11-18,1,,0.92,1.05,5657.0,646.346,6,1,1
3152,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-138 d,,23.0904007,0.12781,1.26,0.112,,0,0,2016-02-24,0,,0.52,0.5,3841.0,66.8624,3,1,1
3153,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-138 d,0.0,23.08901839,0.1277,1.52,,2455004.00686,0,0,2014-11-21,0,,0.52,0.5,3841.0,66.8624,3,1,1
3154,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-461 b,,8.31378306,,2.58,0.23,2455008.991576,0,0,2016-05-06,0,2.51,0.98,0.91,5634.0,692.158,1,1,1
3155,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-101 b,0.0,3.4876878,0.047,4.33,,2455003.93149,0,0,2013-10-28,1,2.3,1.13,1.1,5764.0,927.981,2,1,1
3156,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-926 b,0.0,52.0688601,0.2616,1.82,,2455011.15605,0,0,2015-08-25,0,,0.88,0.8,5693.0,921.361,1,1,1
3157,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-927 b,0.0,9.11513,0.085,1.8,,2454966.969,0,0,2013-10-28,0,5.0,0.98,1.01,5919.0,831.685,1,1,1
3158,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-929 b,,0.92101673,,,,2454965.02783,0,0,2019-04-16,0,,1.05,1.68,5814.0,1311.23,1,1,1
3159,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-929 b,0.0,0.9210305,0.0192,1.62,,2454965.03171,0,0,2017-05-08,0,,1.11,1.61,5843.0,1311.23,1,1,1
3160,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-931 b,,8.03755877,,1.33,0.119,2454972.35639,0,0,2016-05-06,0,4.68,0.86,0.81,5241.0,,1,1,1
3161,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1650 b,0.01,1.53818001,,0.96,0.086,2455001.73959,0,0,2017-05-28,0,,0.33,0.33,3410.0,134.397,1,1,1
3162,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1650 b,,1.53818095,,,,2454964.822823,0,0,2018-09-25,0,,0.35,0.37,3419.0,134.397,1,1,1
3163,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-932 b,,,,1.718,0.153,,0,0,2018-09-04,0,,,0.83,5166.0,465.612,1,1,1
3164,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-944 b,0.0,43.3167737,0.229,2.46,,2454969.57338,0,0,2014-11-18,0,,0.85,0.79,5668.0,1349.43,1,1,1
3165,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-973 b,0.0,49.6077331,0.2351,1.84,,2454971.41415,0,0,2015-08-25,0,,0.7,0.74,5180.0,328.52,1,1,1
3166,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1036 b,0.0,122.8808058,0.4792,2.91,,2454998.45701,0,0,2015-08-25,0,,0.97,0.87,5650.0,489.435,1,1,1
3167,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-966 b,,,,5.558,0.496,,0,0,2018-09-04,0,,,1.38,5604.0,1027.8,1,1,1
3168,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-966 b,,99.74687668,,,,2455041.39479,0,0,2019-04-16,0,,0.99,1.39,5598.0,1027.8,1,1,1
3169,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-207 b,,1.61188397,,,,2454966.56812,0,0,2019-04-16,0,,1.09,1.73,5966.0,875.519,3,1,1
3170,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-647 b,,16.22534399,,,,2454977.021429,0,0,2016-07-26,0,,1.07,1.55,5906.74,1087.87,2,1,1
3171,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-214 b,,15.66057659,,2.1,0.187,2454979.34896,0,0,2016-05-06,0,1.58,1.11,1.07,6032.0,1208.44,2,1,1
3172,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-214 b,,,,3.187,0.284,,0,0,2018-09-04,0,,,1.63,6052.0,1208.44,2,1,1
3173,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-219 c,,22.71451538,,,,2454980.291347,0,0,2016-07-26,0,,1.03,1.28,5766.61,787.07,3,1,1
3174,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-219 c,,22.71427963,,,,2454980.30404,0,0,2019-04-16,0,,1.03,1.28,5766.61,787.07,3,1,1
3175,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-219 c,0.0,22.71443351,0.1659,4.01,,2454980.29684,0,0,2017-05-08,0,,1.18,1.5,5788.0,787.07,3,1,1
3176,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-223 c,,,,3.524,0.314,,0,0,2018-09-04,0,,,1.64,5697.0,1859.71,4,1,1
3177,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-974 b,0.0,4.19449651,0.0395,1.44,,2454967.13429,0,0,2014-11-21,0,,0.46,0.45,3584.0,134.311,1,1,1
3178,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-633 b,,8.5033716,,,,2455003.87207,0,0,2019-04-16,0,,,,,680.54,1,1,1
3179,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-967 c,,198.71076749,,,,2454989.51688,0,0,2019-04-16,0,,,,,568.546,2,1,1
3180,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1151 b,,,,2.399,0.214,,0,0,2018-09-04,0,,,0.76,5562.0,682.436,1,1,1
3181,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1064 b,,16.54080322,,1.55,0.138,2454966.9536,0,0,2016-05-06,0,3.89,0.85,0.79,5153.0,,1,1,1
3182,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-355 c,,25.76263521,,,,2455186.799897,0,0,2016-07-26,0,,1.04,1.25,5787.0,1432.17,2,1,1
3183,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-355 c,0.0,25.76313,0.176,2.82,,2454980.687,0,0,2013-10-28,0,,1.09,1.03,5929.0,1432.17,2,1,1
3184,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1207 b,0.0,13.6823798,0.1156,1.43,,2454972.18611,0,0,2017-05-08,0,,1.1,1.03,6102.0,1754.19,1,1,1
3185,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-141 b,,3.107675,0.039,0.69,0.062,2454965.63058,0,0,2014-05-14,0,,,0.79,4910.0,301.183,2,1,1
3186,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-141 b,,,,0.735,0.066,,0,0,2018-09-04,0,,,0.78,5019.0,301.183,2,1,1
3187,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-141 b,,3.10762684,,,,2454965.63359,0,0,2018-09-25,0,,0.79,0.85,4847.2,301.183,2,1,1
3188,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-430 b,0.0,35.96826,0.22,2.53,,2454971.6682,0,0,2013-10-28,0,2.84,1.1,1.16,6242.0,917.477,2,1,1
3189,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-315 b,0.0,96.105471,0.3852,3.89,,2455020.71573,0,0,2014-11-18,0,,0.82,0.86,5724.0,1160.63,2,1,1
3190,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1037 b,0.0,1.06378867,0.0198,1.61,,2454964.524735,0,0,2014-11-21,0,,0.92,1.0,5265.0,446.914,1,1,1
3191,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1037 b,0.0,1.06378861,0.0198,1.61,,2454964.52465,0,0,2017-05-08,0,,0.92,1.0,5265.0,446.914,1,1,1
3192,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-989 b,,7.96431492,,,,2454969.81646,0,0,2018-09-25,0,,0.82,0.83,4966.0,491.978,1,1,1
3193,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-332 b,0.0,7.62634063,0.0705,1.45,,2454969.01653,0,0,2015-08-25,0,,0.8,0.86,5141.0,344.19,3,1,1
3194,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-994 b,,1.15116651,,1.6,0.143,2454966.231885,0,0,2016-05-06,0,3.24,0.56,0.54,3934.0,188.158,1,1,1
3195,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1043 b,0.0,38.5053398,0.2159,2.54,,2454991.30219,0,0,2014-11-21,0,,0.9,0.88,5974.0,903.332,1,1,1
3196,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-966 b,0.0,99.747622,0.3907,3.93,,2455041.39537,0,0,2015-08-25,0,,0.8,0.97,5620.0,1027.8,1,1,1
3197,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1062 b,,9.30419319,,,,2454973.3356,0,0,2019-04-16,0,,0.69,0.78,4412.0,397.455,1,1,1
3198,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1112 b,,14.36281802,,,,2454974.42527,0,0,2019-04-16,0,,1.35,1.46,6535.76,1671.28,1,1,1
3199,0,0,Space,Transit,0,0,0,0,1,0,257.4423,0.81,,,Kepler-91 b,,6.24658,0.0731,15.323,1.367,2454969.3958,0,0,2015-10-07,1,,1.31,6.3,4550.0,1294.69,1,1,1
3200,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-825 b,,3.77359871,,,,2454967.07013,0,0,2018-09-25,0,,1.19,1.0,6192.0,807.85,2,1,1
3201,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-824 b,,4.51436633,,1.87,0.167,2454967.02904,0,0,2016-05-06,0,3.31,1.15,1.22,6035.0,1201.4,1,1,1
3202,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-824 b,,4.51436096,,,,2454967.0293,0,0,2018-09-25,0,,1.1,1.07,5975.64,1201.4,1,1,1
3203,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-823 b,0.0,4.168078,0.048,1.65,,2454967.8999,0,0,2013-10-28,0,13.5,0.85,1.01,5554.0,1389.27,1,1,1
3204,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1672 b,0.0,150.8811,0.58,3.5,,2455039.6887,0,0,2013-10-28,0,4.19,1.14,1.39,6222.0,391.181,1,1,1
3205,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1672 b,,150.8783198,,,,2455039.69223,0,0,2018-09-25,0,,1.16,1.09,6131.95,391.181,1,1,1
3206,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-340 c,,22.82456321,,,,2454954.638488,0,0,2016-07-26,0,,1.87,1.47,7852.93,808.762,2,1,1
3207,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-348 b,,,,1.581,0.141,,0,0,2018-09-04,0,,,1.32,6421.0,570.783,2,1,1
3208,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-348 b,0.0,7.05675289,0.0766,1.33,,2454965.53495,0,0,2015-08-25,0,,1.2,1.19,6395.0,570.783,2,1,1
3209,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-959 b,,,,3.917,0.349,,0,0,2018-09-04,0,,,1.73,6375.0,807.729,1,1,1
3210,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-959 b,,14.8008153,,,,2454965.82005,0,0,2019-04-16,0,,1.48,1.66,6848.93,807.729,1,1,1
3211,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-959 b,0.0,14.80074836,0.1324,3.23,,2454965.82305,0,0,2015-08-25,0,,1.41,1.45,7092.0,807.729,1,1,1
3212,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1430 b,,2.46052472,,,,2454966.61086,0,0,2019-04-16,0,,,,,875.523,1,1,1
3213,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1155 b,,33.47025997,,,,2454973.14342,0,0,2019-04-16,0,,,,,1128.72,1,1,1
3214,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-466 c,,3.70922064,,,,2454966.97771,0,0,2019-04-16,0,,,,,530.122,2,1,1
3215,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-430 b,,35.9682692,,,,2454971.66885,0,0,2018-09-25,0,,1.09,1.34,5959.75,917.477,2,1,1
3216,0,0,Space,Transit,0,0,0,0,0,0,,,,,Kepler-1211 b,,11.01816836,,2.55,0.227,2454972.88044,0,0,2016-05-06,0,4.17,0.96,0.94,5705.0,1826.53,1,1,1
